Local;feridos;latitude;longitude
CRICIUMA, SC - Rodovia: BR-101, KM 394;2;-28,8094198;-49,37995008
CRICIUMA, SC - Rodovia: BR-101, KM 392;0;-28,8103;-49,3818
SOLEDADE, RS - Rodovia: BR-386, KM 246;4;-28,813179;-52,493595
SOLEDADE, RS - Rodovia: BR-386, KM 247;5;-28,81486925;-52,48989701
NOVA PRATA, RS - Rodovia: BR-470, KM 161;2;-28,81584219;-51,59661856
SOLEDADE, RS - Rodovia: BR-386, KM 248;1;-28,8160819;-52,48783171
NOVA PRATA, RS - Rodovia: BR-470, KM 162;3;-28,82019915;-51,58983886
CRICIUMA, SC - Rodovia: BR-101, KM 396;2;-28,82360186;-49,40271735
VILA FLORES, RS - Rodovia: BR-470, KM 163;2;-28,82367;-51,58555
CRICIUMA, SC - Rodovia: BR-101, KM 395;1;-28,8261;-49,4063
SOLEDADE, RS - Rodovia: BR-386, KM 250;1;-28,826591;-52,46851
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 84;1;-28,8278833;-51,12087607
SOLEDADE, RS - Rodovia: BR-386, KM 249;3;-28,8280007;-52,4651708
MARACAJA, SC - Rodovia: BR-101, KM 397;1;-28,83036461;-49,41244828
MARACAJA, SC - Rodovia: BR-101, KM 398;3;-28,83036461;-49,41244828
SAO BORJA, RS - Rodovia: BR-472, KM 421;0;-28,83264391;-56,06872559
VILA FLORES, RS - Rodovia: BR-470, KM 164;2;-28,83381495;-51,57472392
MARACAJA, SC - Rodovia: BR-101, KM 396;2;-28,83535073;-49,41822052
VILA FLORES, RS - Rodovia: BR-470, KM 165;3;-28,84052;-51,5737
MARACAJA, SC - Rodovia: BR-101, KM 400;6;-28,84171475;-49,42814418
SOLEDADE, RS - Rodovia: BR-386, KM 253;0;-28,843369;-52,449715
CRUZ ALTA, RS - Rodovia: BR-158, KM 218;1;-28,843515;-53,612511
VILA FLORES, RS - Rodovia: BR-470, KM 166;3;-28,8478422;-51,5711548
SAO BORJA, RS - Rodovia: BR-472, KM 422;0;-28,84875397;-56,08066343
MARACAJA, SC - Rodovia: BR-101, KM 399;5;-28,85305963;-49,43791866
MARACAJA, SC - Rodovia: BR-101, KM 401;3;-28,85594274;-49,44019434
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 90;0;-28,859407;-51,124808
VILA FLORES, RS - Rodovia: BR-470, KM 169;1;-28,86454223;-51,55299051
VILA FLORES, RS - Rodovia: BR-470, KM 168;2;-28,86538889;-51,55246496
SOLEDADE, RS - Rodovia: BR-386, KM 254;4;-28,86795;-52,44253
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 91;0;-28,86812774;-51,12522125
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 92;0;-28,86918963;-51,11955903
MARACAJA, SC - Rodovia: BR-101, KM 404;1;-28,87065022;-49,45169172
CRUZ ALTA, RS - Rodovia: BR-158, KM 223;0;-28,87358;-53,61638
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 93;19;-28,8748578;-51,1296247
SOLEDADE, RS - Rodovia: BR-386, KM 256;0;-28,87962732;-52,43010521
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 94;0;-28,88007356;-51,13869935
CAMPESTRE DA SERRA, RS - Rodovia: BR-116, KM 95;0;-28,88036;-51,14595
MARACAJA, SC - Rodovia: BR-101, KM 403;0;-28,88219141;-49,46044989
MARACAJA, SC - Rodovia: BR-101, KM 402;1;-28,8852639;-49,46268082
ARARANGUA, SC - Rodovia: BR-101, KM 406;6;-28,88548916;-49,4630158
MARACAJA, SC - Rodovia: BR-101, KM 406;2;-28,88548916;-49,4630158
MARACAJA, SC - Rodovia: BR-101, KM 405;1;-28,888;-49,4648
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 259;1;-28,88988567;-52,41572857
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 258;3;-28,89033013;-52,41392765
CRUZ ALTA, RS - Rodovia: BR-158, KM 222;0;-28,89103044;-53,56137085
VERANOPOLIS, RS - Rodovia: BR-470, KM 172;2;-28,89106431;-51,54975736
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 261;0;-28,892323;-52,40966
VERANOPOLIS, RS - Rodovia: BR-470, KM 174;3;-28,8997579;-51,55323744
VERANOPOLIS, RS - Rodovia: BR-470, KM 173;2;-28,90074603;-51,55311438
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 260;0;-28,90428;-52,39818
SAO MARCOS, RS - Rodovia: BR-116, KM 105;2;-28,91053081;-51,11026525
SAO MARCOS, RS - Rodovia: BR-116, KM 100;0;-28,91113274;-51,11002922
CRUZ ALTA, RS - Rodovia: BR-158, KM 227;9;-28,91736;-53,636864
ARARANGUA, SC - Rodovia: BR-101, KM 409;3;-28,91952773;-49,4903183
ARARANGUA, SC - Rodovia: BR-101, KM 410;7;-28,9225061;-49,4913107
VERANOPOLIS, RS - Rodovia: BR-470, KM 175;1;-28,9230638;-51,53810089
ARARANGUA, SC - Rodovia: BR-101, KM 411;6;-28,92792466;-49,49304342
VERANOPOLIS, RS - Rodovia: BR-470, KM 176;4;-28,929109;-51,54315
VERANOPOLIS, RS - Rodovia: BR-470, KM 177;1;-28,929109;-51,54315
SAO MARCOS, RS - Rodovia: BR-116, KM 109;0;-28,931;-51,096
CRUZ ALTA, RS - Rodovia: BR-158, KM 229;0;-28,93375505;-53,64293588
SAO MARCOS, RS - Rodovia: BR-116, KM 110;0;-28,93628567;-51,09595689
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 266;0;-28,936916;-52,376057
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 265;0;-28,93729388;-52,37597823
ARARANGUA, SC - Rodovia: BR-101, KM 412;10;-28,939333;-49,497513
VERANOPOLIS, RS - Rodovia: BR-470, KM 178;11;-28,94095949;-51,54797226
ARARANGUA, SC - Rodovia: BR-101, KM 413;2;-28,94127489;-49,49890137
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 268;5;-28,946054;-52,375538
ARARANGUA, SC - Rodovia: BR-101, KM 414;16;-28,94605997;-49,50428402
CRUZ ALTA, RS - Rodovia: BR-158, KM 230;2;-28,94611948;-53,64830017
SAO MARCOS, RS - Rodovia: BR-116, KM 113;3;-28,94827931;-51,08170135
VERANOPOLIS, RS - Rodovia: BR-470, KM 180;1;-28,95260764;-51,55924927
SAO MARCOS, RS - Rodovia: BR-116, KM 112;5;-28,95447495;-51,08092189
ARARANGUA, SC - Rodovia: BR-101, KM 415;12;-28,96040535;-49,51653267
SAO BORJA, RS - Rodovia: BR-287, KM 477;1;-28,96274;-55,53221
SAO MARCOS, RS - Rodovia: BR-116, KM 114;2;-28,96397179;-51,0753428
ARARANGUA, SC - Rodovia: BR-101, KM 416;3;-28,96708874;-49,52338825
SAO MARCOS, RS - Rodovia: BR-116, KM 115;2;-28,9712;-51,072197
VERANOPOLIS, RS - Rodovia: BR-470, KM 184;0;-28,97136688;-51,56267345
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 271;3;-28,972395;-52,369072
ARARANGUA, SC - Rodovia: BR-101, KM 417;12;-28,97376391;-49,53023409
ARARANGUA, SC - Rodovia: BR-101, KM 418;3;-28,97376391;-49,53023409
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 269;6;-28,9747975;-52,36848414
SAO MARCOS, RS - Rodovia: BR-116, KM 116;1;-28,97542635;-51,06722116
SAO MARCOS, RS - Rodovia: BR-116, KM 117;0;-28,97609141;-51,06640231
ARARANGUA, SC - Rodovia: BR-101, KM 419;3;-28,98044384;-49,53709515
ITAQUI, RS - Rodovia: BR-472, KM 445;0;-28,98103704;-56,15707496
SAO MARCOS, RS - Rodovia: BR-116, KM 118;2;-28,98310299;-51,06761081
SAO BORJA, RS - Rodovia: BR-287, KM 466;1;-28,98346105;-55,42658195
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 270;3;-28,98820573;-52,36702172
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 273;3;-28,99222572;-52,3621273
ARARANGUA, SC - Rodovia: BR-101, KM 420;4;-28,99380392;-49,55081408
ARARANGUA, SC - Rodovia: BR-101, KM 421;1;-28,99380392;-49,55081408
FONTOURA XAVIER, RS - Rodovia: BR-386, KM 274;1;-28,994553;-52,359726
SAO MARCOS, RS - Rodovia: BR-116, KM 119;1;-28,9958;-51,07288
SAO MARCOS, RS - Rodovia: BR-116, KM 120;0;-28,9961971;-51,07362295
VERANOPOLIS, RS - Rodovia: BR-470, KM 187;0;-29,00278514;-51,55245716
SAO MARCOS, RS - Rodovia: BR-116, KM 122;2;-29,00573128;-51,06932906
SAO MARCOS, RS - Rodovia: BR-116, KM 121;1;-29,00622623;-51,06827259
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 276;4;-29,007221;-52,338665
VERANOPOLIS, RS - Rodovia: BR-470, KM 188;0;-29,00734281;-51,55665994
VERANOPOLIS, RS - Rodovia: BR-470, KM 186;3;-29,007497;-51,548082
ARARANGUA, SC - Rodovia: BR-101, KM 422;6;-29,00853019;-49,56947029
SAO MARCOS, RS - Rodovia: BR-116, KM 123;1;-29,01026;-51,06998
TUPANCIRETA, RS - Rodovia: BR-158, KM 233;0;-29,01085598;-53,64548908
ARARANGUA, SC - Rodovia: BR-101, KM 423;1;-29,01106757;-49,57413825
ARARANGUA, SC - Rodovia: BR-101, KM 424;2;-29,01106757;-49,57413825
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 277;0;-29,01315797;-52,32781741
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 275;0;-29,01424;-52,32533
ARARANGUA, SC - Rodovia: BR-101, KM 425;2;-29,01601155;-49,58269226
VERANOPOLIS, RS - Rodovia: BR-470, KM 190;1;-29,01921161;-51,56428814
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 278;1;-29,02247221;-52,32030815
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 279;0;-29,02738549;-52,30854842
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 280;0;-29,027429;-52,308421
ARARANGUA, SC - Rodovia: BR-101, KM 426;5;-29,02852156;-49,60285708
VERANOPOLIS, RS - Rodovia: BR-470, KM 191;0;-29,03048196;-51,56645754
SOMBRIO, SC - Rodovia: BR-101, KM 427;1;-29,0329064;-49,60623553
SAO MARCOS, RS - Rodovia: BR-116, KM 129;0;-29,03579749;-51,10333443
SAO MARCOS, RS - Rodovia: BR-116, KM 130;1;-29,03661379;-51,10112013
TUPANCIRETA, RS - Rodovia: BR-158, KM 241;0;-29,037561;-53,645306
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 131;4;-29,03812032;-51,09073833
VERANOPOLIS, RS - Rodovia: BR-470, KM 192;0;-29,03826903;-51,56647017
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 282;6;-29,046824;-52,295644
SOMBRIO, SC - Rodovia: BR-101, KM 428;4;-29,04753891;-49,61825012
VERANOPOLIS, RS - Rodovia: BR-470, KM 193;1;-29,04845712;-51,56969905
UNISTALDA, RS - Rodovia: BR-287, KM 435;1;-29,04915;-55,14799
BENTO GONCALVES, RS - Rodovia: BR-470, KM 196;2;-29,04999;-51,58729
BENTO GONCALVES, RS - Rodovia: BR-470, KM 194;6;-29,05030203;-51,57387285
SOMBRIO, SC - Rodovia: BR-101, KM 429;4;-29,05073352;-49,62073803
BENTO GONCALVES, RS - Rodovia: BR-470, KM 195;2;-29,05097073;-51,58205288
SANTIAGO, RS - Rodovia: BR-287, KM 420;0;-29,05234;-55,0049
BENTO GONCALVES, RS - Rodovia: BR-470, KM 198;1;-29,05483113;-51,59321937
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 243;1;-29,05555199;-53,64632608
TUPANCIRETA, RS - Rodovia: BR-158, KM 243;1;-29,05555199;-53,64632608
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 133;0;-29,05590302;-51,09689605
SOMBRIO, SC - Rodovia: BR-101, KM 430;3;-29,05790237;-49,62201208
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 134;1;-29,063263;-51,098446
SOMBRIO, SC - Rodovia: BR-101, KM 431;2;-29,064526;-49,62464101
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 283;2;-29,06453503;-52,28713274
BENTO GONCALVES, RS - Rodovia: BR-470, KM 200;1;-29,06748137;-51,57686971
BENTO GONCALVES, RS - Rodovia: BR-470, KM 199;2;-29,06800475;-51,58157229
SANTIAGO, RS - Rodovia: BR-287, KM 413;1;-29,07059;-54,94766
BENTO GONCALVES, RS - Rodovia: BR-470, KM 201;0;-29,07245097;-51,58569103
SOMBRIO, SC - Rodovia: BR-101, KM 432;1;-29,07326609;-49,62717768
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 136;6;-29,07451251;-51,10552311
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 287;0;-29,074862;-52,278538
BENTO GONCALVES, RS - Rodovia: BR-470, KM 203;6;-29,07677887;-51,58496599
BENTO GONCALVES, RS - Rodovia: BR-470, KM 204;4;-29,08045303;-51,56227296
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 137;0;-29,08114701;-51,11228512
SOMBRIO, SC - Rodovia: BR-101, KM 433;5;-29,08200809;-49,6297237
POUSO NOVO, RS - Rodovia: BR-386, KM 289;1;-29,08217263;-52,26441992
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 286;0;-29,0823;-52,26643
BENTO GONCALVES, RS - Rodovia: BR-470, KM 205;1;-29,08303999;-51,56096429
SAO JOSE DO HERVAL, RS - Rodovia: BR-386, KM 289;1;-29,083664;-52,260605
SANTIAGO, RS - Rodovia: BR-287, KM 412;8;-29,084358;-54,938404
TUPANCIRETA, RS - Rodovia: BR-158, KM 234;4;-29,0856;-53,8363
SOMBRIO, SC - Rodovia: BR-101, KM 434;0;-29,09075196;-49,63226114
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 138;0;-29,09194265;-51,11176193
BENTO GONCALVES, RS - Rodovia: BR-470, KM 207;1;-29,09508333;-51,54803395
BENTO GONCALVES, RS - Rodovia: BR-470, KM 206;1;-29,09559427;-51,54633611
SANTIAGO, RS - Rodovia: BR-287, KM 409;2;-29,09710831;-54,92159843
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 139;1;-29,09753038;-51,10965833
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 140;0;-29,09753038;-51,10965833
SOMBRIO, SC - Rodovia: BR-101, KM 435;6;-29,09949414;-49,63480552
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 249;1;-29,10065701;-53,65178207
BENTO GONCALVES, RS - Rodovia: BR-470, KM 208;1;-29,10469951;-51,54362532
POUSO NOVO, RS - Rodovia: BR-386, KM 291;1;-29,105494;-52,249318
POUSO NOVO, RS - Rodovia: BR-386, KM 292;2;-29,106226;-52,249058
POUSO NOVO, RS - Rodovia: BR-386, KM 290;0;-29,106672;-52,249011
BENTO GONCALVES, RS - Rodovia: BR-470, KM 209;13;-29,10894598;-51,54542236
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 250;0;-29,10973298;-53,65093978
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 141;0;-29,1121;-51,1111
SOMBRIO, SC - Rodovia: BR-101, KM 436;5;-29,11514389;-49,64003921
BENTO GONCALVES, RS - Rodovia: BR-470, KM 210;0;-29,11647449;-51,54258383
SOMBRIO, SC - Rodovia: BR-101, KM 437;4;-29,116756;-49,640408
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 142;2;-29,11727;-51,115208
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 143;9;-29,11727;-51,115208
POUSO NOVO, RS - Rodovia: BR-386, KM 295;6;-29,121178;-52,248886
SOMBRIO, SC - Rodovia: BR-101, KM 438;3;-29,12329351;-49,64670312
SOMBRIO, SC - Rodovia: BR-101, KM 439;1;-29,1239;-49,6571
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 441;0;-29,12420083;-49,66719602
SOMBRIO, SC - Rodovia: BR-101, KM 440;1;-29,1243;-49,6673
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 144;8;-29,12549136;-51,12734556
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 442;1;-29,12676736;-49,67703089
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 251;0;-29,12788398;-53,64938818
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 252;0;-29,12788398;-53,64938818
POUSO NOVO, RS - Rodovia: BR-386, KM 296;1;-29,128876;-52,251305
BENTO GONCALVES, RS - Rodovia: BR-470, KM 212;1;-29,1311721;-51,54412793
BENTO GONCALVES, RS - Rodovia: BR-470, KM 211;4;-29,13192051;-51,54496182
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 445;3;-29,13479517;-49,70645294
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 444;1;-29,135;-49,7066
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 145;0;-29,1350217;-51,1302779
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 146;3;-29,1350217;-51,1302779
POUSO NOVO, RS - Rodovia: BR-386, KM 298;1;-29,13870536;-52,23885298
BENTO GONCALVES, RS - Rodovia: BR-470, KM 202;0;-29,14016723;-51,53137207
SANTIAGO, RS - Rodovia: BR-287, KM 403;1;-29,140469;-54,890419
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 147;11;-29,14228897;-51,13622202
BENTO GONCALVES, RS - Rodovia: BR-470, KM 213;17;-29,14410137;-51,5358156
BENTO GONCALVES, RS - Rodovia: BR-470, KM 214;6;-29,14907311;-51,53063804
BENTO GONCALVES, RS - Rodovia: BR-470, KM 215;7;-29,150635;-51,530241
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 148;8;-29,15170158;-51,14758591
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 447;3;-29,15289482;-49,72792624
BENTO GONCALVES, RS - Rodovia: BR-470, KM 216;9;-29,15887096;-51,53142395
SANTA ROSA DO SUL, SC - Rodovia: BR-101, KM 449;2;-29,15898991;-49,73540906
SANTIAGO, RS - Rodovia: BR-287, KM 401;0;-29,15906207;-54,88064638
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 149;7;-29,15996905;-51,15645292
POUSO NOVO, RS - Rodovia: BR-386, KM 299;0;-29,16051852;-52,22515514
ITAQUI, RS - Rodovia: BR-472, KM 467;2;-29,1612777;-51,52660847
POUSO NOVO, RS - Rodovia: BR-386, KM 294;1;-29,16261745;-52,22262561
ITAQUI, RS - Rodovia: BR-472, KM 482;1;-29,16430796;-56,51046898
SANTIAGO, RS - Rodovia: BR-287, KM 400;0;-29,16446;-54,87639
ITAQUI, RS - Rodovia: BR-472, KM 477;1;-29,16762842;-56,48489714
SANTIAGO, RS - Rodovia: BR-287, KM 399;3;-29,16794191;-54,86705298
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 258;3;-29,1695;-53,664
POUSO NOVO, RS - Rodovia: BR-386, KM 300;0;-29,17036;-52,2155
POUSO NOVO, RS - Rodovia: BR-386, KM 301;1;-29,17058;-52,220757
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 150;15;-29,17082424;-51,1597681
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 256;1;-29,171001;-53,66507
BENTO GONCALVES, RS - Rodovia: BR-470, KM 218;4;-29,17292214;-51,52424936
BENTO GONCALVES, RS - Rodovia: BR-470, KM 219;5;-29,17292214;-51,52424936
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 319;0;-29,17474;-52,20134
BENTO GONCALVES, RS - Rodovia: BR-470, KM 217;14;-29,17627477;-51,52118146
SANTIAGO, RS - Rodovia: BR-287, KM 398;1;-29,17673534;-54,85085249
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 151;0;-29,17694502;-51,16173896
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 152;4;-29,17694502;-51,16173896
ITAQUI, RS - Rodovia: BR-472, KM 484;4;-29,18171115;-56,52702592
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 153;14;-29,18579758;-51,17713005
ITAQUI, RS - Rodovia: BR-472, KM 485;4;-29,18643;-56,53167
BENTO GONCALVES, RS - Rodovia: BR-470, KM 220;7;-29,18739172;-51,52056521
POUSO NOVO, RS - Rodovia: BR-386, KM 305;4;-29,19017947;-52,18752354
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 154;3;-29,19074818;-51,18073734
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 155;4;-29,19074818;-51,18073734
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 452;3;-29,19295107;-49,75349665
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 454;1;-29,19334268;-49,75381851
BENTO GONCALVES, RS - Rodovia: BR-470, KM 221;0;-29,19516365;-51,51950463
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 453;3;-29,19759996;-49,75264078
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 156;0;-29,19873129;-51,17629631
POUSO NOVO, RS - Rodovia: BR-386, KM 306;4;-29,200309;-52,182878
GARIBALDI, RS - Rodovia: BR-470, KM 220;0;-29,20032015;-51,51848137
GARIBALDI, RS - Rodovia: BR-470, KM 221;4;-29,20297989;-51,51818633
GARIBALDI, RS - Rodovia: BR-470, KM 222;5;-29,20372835;-51,51786908
POUSO NOVO, RS - Rodovia: BR-386, KM 308;1;-29,20716604;-52,18238711
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 157;6;-29,20731013;-51,17757864
POUSO NOVO, RS - Rodovia: BR-386, KM 307;1;-29,2106212;-52,176028
ITAQUI, RS - Rodovia: BR-472, KM 471;1;-29,21143668;-56,33719325
GARIBALDI, RS - Rodovia: BR-470, KM 223;4;-29,21268687;-51,51826328
GARIBALDI, RS - Rodovia: BR-470, KM 224;6;-29,21351804;-51,51780626
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 455;0;-29,21440894;-49,75853816
GARIBALDI, RS - Rodovia: BR-470, KM 225;12;-29,21454003;-51,51762617
GARIBALDI, RS - Rodovia: BR-470, KM 226;6;-29,21556004;-51,51743821
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 158;1;-29,22015528;-51,16867117
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 262;1;-29,2225158;-53,66944366
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 159;2;-29,22511711;-51,16049118
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 309;4;-29,228141;-52,16674447
SANTIAGO, RS - Rodovia: BR-287, KM 391;1;-29,22926496;-54,83801589
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 313;5;-29,23276604;-52,15411075
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 456;0;-29,23297725;-49,75795448
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 160;2;-29,2335;-51,157421
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 263;0;-29,23372112;-53,66602421
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 231;0;-29,23561854;-51,51722431
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 233;0;-29,23579206;-51,51193423
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 311;0;-29,235972;-52,154796
SANTIAGO, RS - Rodovia: BR-287, KM 390;1;-29,2377559;-54,83457475
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 264;0;-29,23802771;-53,66568089
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 265;3;-29,238945;-53,665611
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 458;1;-29,24075694;-49,75535784
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 267;0;-29,24356984;-53,66546631
PASSO DE TORRES, SC - Rodovia: BR-101, KM 460;0;-29,249493;-49,75304901
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 163;1;-29,25056261;-51,15931749
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 162;3;-29,25076855;-51,15914315
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 266;3;-29,25234574;-53,66488805
SAO JOAO DO SUL, SC - Rodovia: BR-101, KM 459;0;-29,2581;-49,7563
GARIBALDI, RS - Rodovia: BR-470, KM 227;2;-29,25891992;-51,5088433
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 165;4;-29,259678;-51,157455
GARIBALDI, RS - Rodovia: BR-470, KM 228;13;-29,25989492;-51,50836945
PASSO DE TORRES, SC - Rodovia: BR-101, KM 461;2;-29,26274936;-49,75601435
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 164;1;-29,26344857;-51,16113999
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 317;0;-29,263786;-52,145988
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 166;2;-29,26483686;-51,15895271
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 167;4;-29,26709501;-51,15960601
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 318;0;-29,27419594;-52,14049771
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 269;1;-29,27472094;-53,66884035
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 230;5;-29,27577026;-51,4937934
PASSO DE TORRES, SC - Rodovia: BR-101, KM 462;1;-29,27656365;-49,75522399
SANTIAGO, RS - Rodovia: BR-287, KM 386;3;-29,27769602;-54,79257347
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 320;2;-29,278328;-52,135033
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 229;1;-29,27878158;-51,49249429
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 321;1;-29,28490168;-52,12532043
SANTIAGO, RS - Rodovia: BR-287, KM 383;0;-29,28871;-54,77783
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 271;1;-29,29178869;-53,66821289
PASSO DE TORRES, SC - Rodovia: BR-101, KM 464;2;-29,29207274;-49,76148319
PASSO DE TORRES, SC - Rodovia: BR-101, KM 463;2;-29,293222;-49,763222
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 232;2;-29,29871778;-51,4810664
PASSO DE TORRES, SC - Rodovia: BR-101, KM 465;0;-29,298918;-49,769753
TORRES, RS - Rodovia: BR-101, KM 0;0;-29,29900271;-49,76965427
TORRES, RS - Rodovia: BR-101, KM 1;1;-29,30655479;-49,77185033
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 171;2;-29,30694;-51,16738
TORRES, RS - Rodovia: BR-101, KM 2;1;-29,30762999;-49,77275507
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 235;0;-29,31115593;-51,486606
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 323;0;-29,31591765;-52,10472995
CAXIAS DO SUL, RS - Rodovia: BR-116, KM 172;0;-29,31663009;-51,16927298
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 273;0;-29,31672786;-53,68074061
JULIO DE CASTILHOS, RS - Rodovia: BR-158, KM 274;4;-29,31674;-53,680737
TORRES, RS - Rodovia: BR-101, KM 3;4;-29,316784;-49,774467
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 236;1;-29,32243352;-51,49743861
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 324;3;-29,32508964;-52,10207641
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 326;2;-29,32535623;-52,10184574
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 325;4;-29,3261139;-52,10190207
MARQUES DE SOUZA, RS - Rodovia: BR-386, KM 327;1;-29,327057;-52,101818
CARLOS BARBOSA, RS - Rodovia: BR-470, KM 237;1;-29,33074748;-51,49902865
